"","stim_sex","picID","correct","emotion","race","stimNum","rt","response","partno","sub_sex","acc"
"9106","Male","DisgustMaleWhite6","5","Disgust","White","17","4739","5",316,1,1
"10106","Male","DisgustMaleWhite3","5","Disgust","White","15","2373","5",316,1,1
"11106","Male","NeutralMaleWhite","7","Neutral","White","30","2195","7",316,1,1
"12106","Female","DisgustFemaleWhite2","5","Disgust","White","26","1567","4",316,1,0
"13106","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3001","6",316,1,1
"14106","Male","AngryMaleWhite","2","Angry","White","3","1700","2",316,1,1
"15106","Male","NeutralMaleWhite3","7","Neutral","White","34","1476","7",316,1,1
"16106","Female","SadFemaleWhite2","4","Sad","White","4","1367","4",316,1,1
"17106","Female","SadFemaleWhite","4","Sad","White","2","884","4",316,1,1
"18106","Male","HappyMaleWhite3","3","Happy","White","10","1648","3",316,1,1
"19106","Male","FearMaleWhite","1","Fear","White","14","2019","6",316,1,0
"20106","Female","NeutralFemaleWhite3","7","Neutral","White","20","1860","7",316,1,1
"21145","Male","SadMaleWhite2","4","Sad","White","12","1259","7",316,1,0
"22122","Female","FearFemaleWhite2","1","Fear","White","23","1789","6",316,1,0
"23109","Female","DisgustFemaleWhite3","5","Disgust","White","29","2685","5",316,1,1
"24106","Female","FearFemaleWhite","1","Fear","White","13","3703","6",316,1,0
"25106","Female","DisgustFemaleWhite","5","Disgust","White","25","1680","4",316,1,0
"26101","Male","NeutralMaleWhite2","7","Neutral","White","33","1202","7",316,1,1
"27217","Female","HappyFemaleWhite3","3","Happy","White","28","1638","3",316,1,1
"28217","Male","SadMaleWhite","4","Sad","White","11","2401","7",316,1,0
"29217","Female","NeutralFemaleWhite","7","Neutral","White","18","1368","7",316,1,1
"30217","Male","SurpriseMaleWhite2","6","Surprise","White","22","3294","6",316,1,1
"31236","Male","HappyMaleWhite2","3","Happy","White","9","1925","7",316,1,0
"32217","Male","SurpriseMaleWhite","6","Surprise","White","21","1385","6",316,1,1
"33217","Female","AngryFemaleWhite","2","Angry","White","6","2063","5",316,1,0
"34217","Male","FearMaleWhite2","1","Fear","White","32","1735","2",316,1,0
"35217","Male","HappyMaleWhite","3","Happy","White","1","1626","3",316,1,1
"2409","Male","NeutralMaleWhite3","7","Neutral","White","34","8168","4",317,0,0
"3804","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2148","6",317,0,1
"4501","Female","HappyFemaleWhite","3","Happy","White","7","919","3",317,0,1
"5408","Male","NeutralMaleWhite2","7","Neutral","White","33","2230","7",317,0,1
"6107","Male","DisgustMaleWhite6","5","Disgust","White","17","1720","5",317,0,1
"7107","Female","HappyFemaleWhite2","3","Happy","white","8","1518","3",317,0,1
"8107","Female","DisgustFemaleWhite2","5","Disgust","White","26","1300","5",317,0,1
"9107","Female","NeutralFemaleWhite","7","Neutral","White","18","3140","7",317,0,1
"10107","Female","SurpriseFemaleWhite","6","Surprise","White","5","1455","6",317,0,1
"11107","Male","DisgustMaleWhite5","5","Disgust","White","16","1570","5",317,0,1
"12107","Male","SadMaleWhite2","4","Sad","White","12","2446","4",317,0,1
"13107","Male","AngryMaleWhite2","2","Angry","White","31","1289","2",317,0,1
"14107","Female","HappyFemaleWhite3","3","Happy","White","28","1145","3",317,0,1
"15107","Male","SurpriseMaleWhite","6","Surprise","White","21","1202","1",317,0,0
"16107","Male","FearMaleWhite","1","Fear","White","14","924","1",317,0,1
"17107","Male","NeutralMaleWhite","7","Neutral","White","30","1686","7",317,0,1
"18107","Female","NeutralFemaleWhite2","7","Neutral","White","19","2007","7",317,0,1
"19107","Female","SadFemaleWhite","4","Sad","White","2","1843","4",317,0,1
"20107","Female","DisgustFemaleWhite3","5","Disgust","White","29","1682","1",317,0,0
"21146","Male","SurpriseMaleWhite2","6","Surprise","White","22","1368","6",317,0,1
"22123","Male","HappyMaleWhite2","3","Happy","White","9","1219","3",317,0,1
"23110","Female","NeutralFemaleWhite3","7","Neutral","White","20","1340","7",317,0,1
"24107","Female","FearFemaleWhite","1","Fear","White","13","962","1",317,0,1
"25107","Male","FearMaleWhite2","1","Fear","White","32","3401","1",317,0,1
"26102","Male","HappyMaleWhite3","3","Happy","White","10","1259","3",317,0,1
"27218","Male","HappyMaleWhite","3","Happy","White","1","2408","3",317,0,1
"28218","Male","SadMaleWhite","4","Sad","White","11","2796","4",317,0,1
"29218","Female","AngryFemaleWhite2","2","Angry","White","24","1244","2",317,0,1
"30218","Male","DisgustMaleWhite3","5","Disgust","White","15","1588","5",317,0,1
"31237","Female","FearFemaleWhite2","1","Fear","White","23","2108","6",317,0,0
"32218","Male","AngryMaleWhite","2","Angry","White","3","1172","2",317,0,1
"33218","Female","AngryFemaleWhite","2","Angry","White","6","4696","2",317,0,1
"34218","Female","DisgustFemaleWhite","5","Disgust","White","25","2437","4",317,0,0
"35218","Female","SadFemaleWhite2","4","Sad","White","4","1079","4",317,0,1
"27219","Male","SadMaleWhite2","4","Sad","White","12","6137","7",318,1,0
"28219","Male","HappyMaleWhite2","3","Happy","White","9","2479","2",318,1,0
"29219","Male","SurpriseMaleWhite2","6","Surprise","White","22","2847","6",318,1,1
"30219","Male","DisgustMaleWhite6","5","Disgust","White","17","1416","4",318,1,0
"31238","Male","FearMaleWhite2","1","Fear","White","32","1942","4",318,1,0
"32219","Male","NeutralMaleWhite2","7","Neutral","White","33","1950","7",318,1,1
"33219","Female","DisgustFemaleWhite","5","Disgust","White","25","1055","5",318,1,1
"34219","Female","FearFemaleWhite2","1","Fear","White","23","6978","6",318,1,0
"35219","Female","NeutralFemaleWhite","7","Neutral","White","18","1022","1",318,1,0
"36120","Male","SadMaleWhite","4","Sad","White","11","2822","3",318,1,0
"37116","Female","DisgustFemaleWhite2","5","Disgust","White","26","818","4",318,1,0
"38116","Female","HappyFemaleWhite","3","Happy","White","7","860","7",318,1,0
"39116","Male","NeutralMaleWhite","7","Neutral","White","30","586","4",318,1,0
"40116","Female","HappyFemaleWhite2","3","Happy","white","8","2752","1",318,1,0
"41154","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3636","3",318,1,0
"42131","Female","HappyFemaleWhite3","3","Happy","White","28","3031","6",318,1,0
"43119","Male","FearMaleWhite","1","Fear","White","14","1395","2",318,1,0
"44116","Female","SadFemaleWhite","4","Sad","White","2","1903","2",318,1,0
"45116","Female","NeutralFemaleWhite2","7","Neutral","White","19","1368","5",318,1,0
"46116","Male","AngryMaleWhite","2","Angry","White","3","1033","1",318,1,0
"47116","Male","DisgustMaleWhite5","5","Disgust","White","16","2467","6",318,1,0
"48116","Female","SurpriseFemaleWhite","6","Surprise","White","5","2085","4",318,1,0
"49116","Female","FearFemaleWhite","1","Fear","White","13","300","7",318,1,0
"50116","Male","HappyMaleWhite3","3","Happy","White","10","2166","6",318,1,0
"51150","Female","NeutralFemaleWhite3","7","Neutral","White","20","2375","7",318,1,1
"52129","Male","DisgustMaleWhite3","5","Disgust","White","15","1434","2",318,1,0
"53116","Female","DisgustFemaleWhite3","5","Disgust","White","29","1294","3",318,1,0
"54112","Female","AngryFemaleWhite","2","Angry","White","6","395","1",318,1,0
"55112","Female","AngryFemaleWhite2","2","Angry","White","24","1635","4",318,1,0
"56112","Male","NeutralMaleWhite3","7","Neutral","White","34","1730","6",318,1,0
"57112","Male","HappyMaleWhite","3","Happy","White","1","1216","2",318,1,0
"58112","Male","AngryMaleWhite2","2","Angry","White","31","470","7",318,1,0
"59112","Female","SadFemaleWhite2","4","Sad","White","4","2822","5",318,1,0
"60112","Male","SurpriseMaleWhite","6","Surprise","White","21","1476","3",318,1,0
"27220","Male","AngryMaleWhite2","2","Angry","White","31","1411","2",319,1,1
"28220","Male","FearMaleWhite2","1","Fear","White","32","2582","4",319,1,0
"29220","Female","HappyFemaleWhite","3","Happy","White","7","1975","3",319,1,1
"30220","Male","DisgustMaleWhite6","5","Disgust","White","17","6671","7",319,1,0
"31239","Male","DisgustMaleWhite3","5","Disgust","White","15","7165","5",319,1,1
"32220","Male","SadMaleWhite2","4","Sad","White","12","2766","4",319,1,1
"33220","Female","SadFemaleWhite2","4","Sad","White","4","3651","7",319,1,0
"34220","Female","FearFemaleWhite","1","Fear","White","13","1343","1",319,1,1
"35220","Female","HappyFemaleWhite3","3","Happy","White","28","1488","3",319,1,1
"36121","Male","NeutralMaleWhite","7","Neutral","White","30","1392","7",319,1,1
"37117","Female","SadFemaleWhite","4","Sad","White","2","2275","4",319,1,1
"38117","Female","FearFemaleWhite2","1","Fear","White","23","9988","1",319,1,1
"39117","Female","AngryFemaleWhite","2","Angry","White","6","1953","2",319,1,1
"40117","Male","SadMaleWhite","4","Sad","White","11","876","7",319,1,0
"41155","Female","DisgustFemaleWhite","5","Disgust","White","25","2281","4",319,1,0
"42132","Female","DisgustFemaleWhite3","5","Disgust","White","29","1542","5",319,1,1
"43120","Male","NeutralMaleWhite2","7","Neutral","White","33","650","7",319,1,1
"44117","Female","DisgustFemaleWhite2","5","Disgust","White","26","1408","5",319,1,1
"45117","Female","NeutralFemaleWhite","7","Neutral","White","18","462","7",319,1,1
"46117","Male","HappyMaleWhite2","3","Happy","White","9","699","7",319,1,0
"47117","Female","HappyFemaleWhite2","3","Happy","white","8","1994","3",319,1,1
"48117","Female","AngryFemaleWhite2","2","Angry","White","24","2589","7",319,1,0
"49117","Male","DisgustMaleWhite5","5","Disgust","White","16","2885","5",319,1,1
"50117","Male","AngryMaleWhite","2","Angry","White","3","1761","2",319,1,1
"51151","Male","HappyMaleWhite3","3","Happy","White","10","1255","3",319,1,1
"52130","Male","HappyMaleWhite","3","Happy","White","1","1875","3",319,1,1
"53117","Male","NeutralMaleWhite3","7","Neutral","White","34","1781","4",319,1,0
"54113","Male","SurpriseMaleWhite2","6","Surprise","White","22","2669","6",319,1,1
"55113","Female","SurpriseFemaleWhite","6","Surprise","White","5","1169","7",319,1,0
"56113","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3751","6",319,1,1
"57113","Female","NeutralFemaleWhite3","7","Neutral","White","20","647","8",319,1,0
"58113","Female","NeutralFemaleWhite2","7","Neutral","White","19","777","7",319,1,1
"59113","Male","SurpriseMaleWhite","6","Surprise","White","21","3154","6",319,1,1
"60113","Male","FearMaleWhite","1","Fear","White","14","1995","1",319,1,1
"27221","Female","HappyFemaleWhite2","3","Happy","white","8","2859","3",32,0,1
"28221","Male","SadMaleWhite","4","Sad","White","11","2524","4",32,0,1
"29221","Male","SadMaleWhite2","4","Sad","White","12","2929","4",32,0,1
"30221","Female","HappyFemaleWhite","3","Happy","White","7","1652","3",32,0,1
"31240","Female","SurpriseFemaleWhite","6","Surprise","White","5","2894","7",32,0,0
"32221","Male","DisgustMaleWhite3","5","Disgust","White","15","1994","5",32,0,1
"33221","Male","AngryMaleWhite2","2","Angry","White","31","3378","2",32,0,1
"34221","Male","DisgustMaleWhite6","5","Disgust","White","17","4519","5",32,0,1
"35221","Female","FearFemaleWhite2","1","Fear","White","23","3241","7",32,0,0
"36122","Male","NeutralMaleWhite","7","Neutral","White","30","1893","7",32,0,1
"37118","Male","SurpriseMaleWhite","6","Surprise","White","21","1637","6",32,0,1
"38118","Male","DisgustMaleWhite5","5","Disgust","White","16","3983","5",32,0,1
"39118","Male","HappyMaleWhite","3","Happy","White","1","1859","3",32,0,1
"40118","Female","DisgustFemaleWhite","5","Disgust","White","25","3116","4",32,0,0
"41156","Male","NeutralMaleWhite2","7","Neutral","White","33","1938","7",32,0,1
"42133","Female","DisgustFemaleWhite3","5","Disgust","White","29","2475","1",32,0,0
"43121","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1928","6",32,0,1
"44118","Male","FearMaleWhite","1","Fear","White","14","1750","1",32,0,1
"45118","Male","SurpriseMaleWhite2","6","Surprise","White","22","2672","4",32,0,0
"46118","Female","NeutralFemaleWhite3","7","Neutral","White","20","2383","7",32,0,1
"47118","Female","HappyFemaleWhite3","3","Happy","White","28","2176","3",32,0,1
"48118","Female","SadFemaleWhite2","4","Sad","White","4","1508","4",32,0,1
"49118","Male","HappyMaleWhite2","3","Happy","White","9","1690","3",32,0,1
"50118","Male","FearMaleWhite2","1","Fear","White","32","993","1",32,0,1
"51152","Female","AngryFemaleWhite2","2","Angry","White","24","1674","2",32,0,1
"52131","Male","NeutralMaleWhite3","7","Neutral","White","34","2518","7",32,0,1
"53118","Female","AngryFemaleWhite","2","Angry","White","6","2112","2",32,0,1
"54114","Female","DisgustFemaleWhite2","5","Disgust","White","26","2728","5",32,0,1
"55114","Female","NeutralFemaleWhite","7","Neutral","White","18","1652","7",32,0,1
"56114","Female","NeutralFemaleWhite2","7","Neutral","White","19","894","7",32,0,1
"57114","Male","AngryMaleWhite","2","Angry","White","3","1683","2",32,0,1
"58114","Female","SadFemaleWhite","4","Sad","White","2","2594","4",32,0,1
"59114","Male","HappyMaleWhite3","3","Happy","White","10","1271","3",32,0,1
"60114","Female","FearFemaleWhite","1","Fear","White","13","1305","1",32,0,1
"27222","Female","SurpriseFemaleWhite","6","Surprise","White","5","8281","7",320,0,0
"28222","Female","SadFemaleWhite","4","Sad","White","2","2995","4",320,0,1
"29222","Female","DisgustFemaleWhite","5","Disgust","White","25","4155","5",320,0,1
"30222","Male","HappyMaleWhite2","3","Happy","White","9","3509","7",320,0,0
"31241","Male","HappyMaleWhite","3","Happy","White","1","2922","3",320,0,1
"32222","Male","SadMaleWhite2","4","Sad","White","12","3958","4",320,0,1
"33222","Female","AngryFemaleWhite","2","Angry","White","6","1901","2",320,0,1
"34222","Male","FearMaleWhite","1","Fear","White","14","2047","6",320,0,0
"35222","Male","NeutralMaleWhite2","7","Neutral","White","33","7243","4",320,0,0
"36123","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1682","3",320,0,0
"37119","Female","HappyFemaleWhite2","3","Happy","white","8","1578","3",320,0,1
"38119","Male","HappyMaleWhite3","3","Happy","White","10","2240","3",320,0,1
"39119","Female","NeutralFemaleWhite2","7","Neutral","White","19","3220","7",320,0,1
"40119","Male","SadMaleWhite","4","Sad","White","11","2924","4",320,0,1
"41157","Female","NeutralFemaleWhite3","7","Neutral","White","20","1443","4",320,0,0
"42134","Male","DisgustMaleWhite3","5","Disgust","White","15","2019","5",320,0,1
"43122","Female","HappyFemaleWhite","3","Happy","White","7","2756","3",320,0,1
"44119","Male","NeutralMaleWhite","7","Neutral","White","30","2902","4",320,0,0
"45119","Male","SurpriseMaleWhite","6","Surprise","White","21","2390","6",320,0,1
"46119","Female","HappyFemaleWhite3","3","Happy","White","28","1500","3",320,0,1
"47119","Female","DisgustFemaleWhite2","5","Disgust","White","26","2324","5",320,0,1
"48119","Female","SadFemaleWhite2","4","Sad","White","4","1313","4",320,0,1
"49119","Male","SurpriseMaleWhite2","6","Surprise","White","22","1370","3",320,0,0
"50119","Female","FearFemaleWhite2","1","Fear","White","23","2060","4",320,0,0
"51153","Male","NeutralMaleWhite3","7","Neutral","White","34","1039","7",320,0,1
"52132","Male","DisgustMaleWhite5","5","Disgust","White","16","4519","5",320,0,1
"53119","Female","DisgustFemaleWhite3","5","Disgust","White","29","1984","5",320,0,1
"54115","Female","FearFemaleWhite","1","Fear","White","13","1378","6",320,0,0
"55115","Female","AngryFemaleWhite2","2","Angry","White","24","1633","5",320,0,0
"56115","Male","AngryMaleWhite","2","Angry","White","3","2077","2",320,0,1
"57115","Female","NeutralFemaleWhite","7","Neutral","White","18","4379","7",320,0,1
"58115","Male","AngryMaleWhite2","2","Angry","White","31","1103","2",320,0,1
"59115","Male","FearMaleWhite2","1","Fear","White","32","1078","1",320,0,1
"60115","Male","DisgustMaleWhite6","5","Disgust","White","17","1974","3",320,0,0
"2500","Male","NeutralMaleWhite2","7","Neutral","White","33","6130","7",321,0,1
"3805","Male","NeutralMaleWhite","7","Neutral","White","30","1643","7",321,0,1
"4502","Male","DisgustMaleWhite6","5","Disgust","White","17","1930","5",321,0,1
"5409","Male","DisgustMaleWhite3","5","Disgust","White","15","1860","5",321,0,1
"6108","Male","SadMaleWhite2","4","Sad","White","12","4169","4",321,0,1
"7108","Female","AngryFemaleWhite","2","Angry","White","6","7175","2",321,0,1
"8108","Male","HappyMaleWhite2","3","Happy","White","9","30946","3",321,0,1
"9108","Female","FearFemaleWhite","1","Fear","White","13","1945","1",321,0,1
"10108","Male","DisgustMaleWhite5","5","Disgust","White","16","2704","5",321,0,1
"11108","Female","DisgustFemaleWhite3","5","Disgust","White","29","5642","5",321,0,1
"12108","Female","SadFemaleWhite2","4","Sad","White","4","3864","4",321,0,1
"13108","Male","AngryMaleWhite2","2","Angry","White","31","2373","2",321,0,1
"14108","Male","SurpriseMaleWhite2","6","Surprise","White","22","2257","6",321,0,1
"15108","Female","NeutralFemaleWhite2","7","Neutral","White","19","1489","7",321,0,1
"16108","Male","AngryMaleWhite","2","Angry","White","3","1929","2",321,0,1
"17108","Male","HappyMaleWhite3","3","Happy","White","10","1851","3",321,0,1
"18108","Female","HappyFemaleWhite2","3","Happy","white","8","1574","3",321,0,1
"19108","Male","HappyMaleWhite","3","Happy","White","1","1380","3",321,0,1
"20108","Female","DisgustFemaleWhite2","5","Disgust","White","26","1843","5",321,0,1
"21147","Female","SurpriseFemaleWhite","6","Surprise","White","5","2062","7",321,0,0
"22124","Female","DisgustFemaleWhite","5","Disgust","White","25","1464","5",321,0,1
"23111","Male","FearMaleWhite2","1","Fear","White","32","1513","1",321,0,1
"24108","Female","NeutralFemaleWhite3","7","Neutral","White","20","1383","7",321,0,1
"25108","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1883","6",321,0,1
"26103","Male","FearMaleWhite","1","Fear","White","14","1407","1",321,0,1
"27223","Male","NeutralMaleWhite3","7","Neutral","White","34","995","7",321,0,1
"28223","Female","HappyFemaleWhite","3","Happy","White","7","1738","3",321,0,1
"29223","Female","SadFemaleWhite","4","Sad","White","2","1673","4",321,0,1
"30223","Female","HappyFemaleWhite3","3","Happy","White","28","1554","3",321,0,1
"31242","Female","AngryFemaleWhite2","2","Angry","White","24","4901","2",321,0,1
"32223","Female","NeutralFemaleWhite","7","Neutral","White","18","905","7",321,0,1
"33223","Male","SurpriseMaleWhite","6","Surprise","White","21","866","1",321,0,0
"34223","Female","FearFemaleWhite2","1","Fear","White","23","836","1",321,0,1
"35223","Male","SadMaleWhite","4","Sad","White","11","1894","4",321,0,1
"2501","Male","SadMaleWhite","4","Sad","White","11","4121","7",322,1,0
"3806","Female","AngryFemaleWhite","2","Angry","White","6","4283","2",322,1,1
"4503","Male","NeutralMaleWhite","7","Neutral","White","30","3461","7",322,1,1
"5500","Male","AngryMaleWhite","2","Angry","White","3","4493","2",322,1,1
"6109","Male","FearMaleWhite","1","Fear","White","14","2618","6",322,1,0
"7109","Female","SadFemaleWhite","4","Sad","White","2","1873","4",322,1,1
"8109","Male","AngryMaleWhite2","2","Angry","White","31","7714","6",322,1,0
"9109","Male","HappyMaleWhite2","3","Happy","White","9","1782","3",322,1,1
"10109","Female","NeutralFemaleWhite","7","Neutral","White","18","898","7",322,1,1
"11109","Female","SurpriseFemaleWhite","6","Surprise","White","5","623","7",322,1,0
"12109","Female","NeutralFemaleWhite3","7","Neutral","White","20","892","7",322,1,1
"13109","Male","SurpriseMaleWhite2","6","Surprise","White","22","1602","6",322,1,1
"14109","Female","HappyFemaleWhite3","3","Happy","White","28","1724","3",322,1,1
"15109","Male","HappyMaleWhite","3","Happy","White","1","882","3",322,1,1
"16109","Male","NeutralMaleWhite3","7","Neutral","White","34","734","7",322,1,1
"17109","Male","SadMaleWhite2","4","Sad","White","12","4143","4",322,1,1
"18109","Male","DisgustMaleWhite5","5","Disgust","White","16","2099","5",322,1,1
"19109","Female","DisgustFemaleWhite","5","Disgust","White","25","1782","4",322,1,0
"20109","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2495","6",322,1,1
"21148","Male","NeutralMaleWhite2","7","Neutral","White","33","1709","7",322,1,1
"22125","Male","FearMaleWhite2","1","Fear","White","32","1500","1",322,1,1
"23112","Male","HappyMaleWhite3","3","Happy","White","10","1754","3",322,1,1
"24109","Female","FearFemaleWhite","1","Fear","White","13","2185","6",322,1,0
"25109","Female","FearFemaleWhite2","1","Fear","White","23","3824","6",322,1,0
"26104","Female","NeutralFemaleWhite2","7","Neutral","White","19","1535","7",322,1,1
"27224","Female","HappyFemaleWhite2","3","Happy","white","8","1240","3",322,1,1
"28224","Male","DisgustMaleWhite3","5","Disgust","White","15","3350","2",322,1,0
"29224","Female","AngryFemaleWhite2","2","Angry","White","24","4399","7",322,1,0
"30224","Male","SurpriseMaleWhite","6","Surprise","White","21","2465","6",322,1,1
"31243","Female","DisgustFemaleWhite3","5","Disgust","White","29","1577","1",322,1,0
"32224","Female","HappyFemaleWhite","3","Happy","White","7","1671","3",322,1,1
"33224","Female","DisgustFemaleWhite2","5","Disgust","White","26","6305","3",322,1,0
"34224","Female","SadFemaleWhite2","4","Sad","White","4","2603","4",322,1,1
"35224","Male","DisgustMaleWhite6","5","Disgust","White","17","5591","5",322,1,1
"2502","Female","AngryFemaleWhite","2","Angry","White","6","2425","5",323,0,0
"3807","Male","FearMaleWhite","1","Fear","White","14","2144","6",323,0,0
"4504","Male","SadMaleWhite","4","Sad","White","11","1833","4",323,0,1
"5501","Female","NeutralFemaleWhite3","7","Neutral","White","20","2737","7",323,0,1
"6110","Female","NeutralFemaleWhite2","7","Neutral","White","19","1661","7",323,0,1
"7110","Female","SadFemaleWhite2","4","Sad","White","4","1887","4",323,0,1
"8110","Male","AngryMaleWhite","2","Angry","White","3","2131","2",323,0,1
"9110","Male","NeutralMaleWhite2","7","Neutral","White","33","2165","7",323,0,1
"10110","Male","SurpriseMaleWhite","6","Surprise","White","21","1875","6",323,0,1
"11110","Male","AngryMaleWhite2","2","Angry","White","31","1852","5",323,0,0
"12110","Male","NeutralMaleWhite3","7","Neutral","White","34","1469","7",323,0,1
"13110","Female","SurpriseFemaleWhite","6","Surprise","White","5","1210","7",323,0,0
"14110","Female","DisgustFemaleWhite3","5","Disgust","White","29","6838","5",323,0,1
"15110","Male","SadMaleWhite2","4","Sad","White","12","1615","4",323,0,1
"16110","Female","HappyFemaleWhite","3","Happy","White","7","1995","3",323,0,1
"17110","Male","SurpriseMaleWhite2","6","Surprise","White","22","2435","6",323,0,1
"18110","Male","NeutralMaleWhite","7","Neutral","White","30","1420","7",323,0,1
"19110","Female","NeutralFemaleWhite","7","Neutral","White","18","3973","7",323,0,1
"20110","Male","DisgustMaleWhite5","5","Disgust","White","16","1224","5",323,0,1
"21149","Female","DisgustFemaleWhite2","5","Disgust","White","26","1782","4",323,0,0
"22126","Female","SadFemaleWhite","4","Sad","White","2","2956","4",323,0,1
"23113","Male","HappyMaleWhite2","3","Happy","White","9","1455","7",323,0,0
"24110","Female","AngryFemaleWhite2","2","Angry","White","24","1653","2",323,0,1
"25110","Female","FearFemaleWhite2","1","Fear","White","23","2087","6",323,0,0
"26105","Male","FearMaleWhite2","1","Fear","White","32","1953","1",323,0,1
"27225","Female","FearFemaleWhite","1","Fear","White","13","2257","7",323,0,0
"28225","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3075","6",323,0,1
"29225","Male","HappyMaleWhite3","3","Happy","White","10","2075","3",323,0,1
"30225","Male","DisgustMaleWhite3","5","Disgust","White","15","1433","5",323,0,1
"31244","Male","HappyMaleWhite","3","Happy","White","1","1652","3",323,0,1
"32225","Female","DisgustFemaleWhite","5","Disgust","White","25","1834","4",323,0,0
"33225","Female","HappyFemaleWhite2","3","Happy","white","8","1615","3",323,0,1
"34225","Male","DisgustMaleWhite6","5","Disgust","White","17","1004","7",323,0,0
"35225","Female","HappyFemaleWhite3","3","Happy","White","28","1721","3",323,0,1
"27226","Female","NeutralFemaleWhite","7","Neutral","White","18","5901","7",324,0,1
"28226","Male","SurpriseMaleWhite","6","Surprise","White","21","3093","6",324,0,1
"29226","Male","NeutralMaleWhite3","7","Neutral","White","34","3974","7",324,0,1
"30226","Male","DisgustMaleWhite3","5","Disgust","White","15","2458","5",324,0,1
"31245","Female","NeutralFemaleWhite3","7","Neutral","White","20","5311","2",324,0,0
"32226","Male","FearMaleWhite","1","Fear","White","14","1551","1",324,0,1
"33226","Male","NeutralMaleWhite2","7","Neutral","White","33","2535","7",324,0,1
"34226","Female","DisgustFemaleWhite2","5","Disgust","White","26","1977","5",324,0,1
"35226","Female","AngryFemaleWhite","2","Angry","White","6","2393","2",324,0,1
"36124","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1984","3",324,0,0
"37120","Male","DisgustMaleWhite6","5","Disgust","White","17","1972","5",324,0,1
"38120","Male","AngryMaleWhite","2","Angry","White","3","1923","2",324,0,1
"39120","Male","FearMaleWhite2","1","Fear","White","32","1563","1",324,0,1
"40120","Female","HappyFemaleWhite","3","Happy","White","7","1421","3",324,0,1
"41158","Male","SadMaleWhite2","4","Sad","White","12","9889","5",324,0,0
"42135","Male","AngryMaleWhite2","2","Angry","White","31","1090","2",324,0,1
"43123","Female","DisgustFemaleWhite3","5","Disgust","White","29","1772","5",324,0,1
"44120","Female","HappyFemaleWhite3","3","Happy","White","28","1562","3",324,0,1
"45120","Female","HappyFemaleWhite2","3","Happy","white","8","2356","3",324,0,1
"46120","Female","NeutralFemaleWhite2","7","Neutral","White","19","2947","7",324,0,1
"47120","Male","HappyMaleWhite2","3","Happy","White","9","9521","3",324,0,1
"48120","Female","DisgustFemaleWhite","5","Disgust","White","25","2067","5",324,0,1
"49120","Female","SadFemaleWhite","4","Sad","White","2","3403","1",324,0,0
"50120","Female","FearFemaleWhite","1","Fear","White","13","959","1",324,0,1
"51154","Male","SurpriseMaleWhite2","6","Surprise","White","22","2013","6",324,0,1
"52133","Male","DisgustMaleWhite5","5","Disgust","White","16","1756","5",324,0,1
"53120","Female","SurpriseFemaleWhite","6","Surprise","White","5","2575","1",324,0,0
"54116","Male","NeutralMaleWhite","7","Neutral","White","30","1321","7",324,0,1
"55116","Male","HappyMaleWhite3","3","Happy","White","10","1288","3",324,0,1
"56116","Female","AngryFemaleWhite2","2","Angry","White","24","5593","6",324,0,0
"57116","Female","SadFemaleWhite2","4","Sad","White","4","1680","4",324,0,1
"58116","Male","HappyMaleWhite","3","Happy","White","1","1654","3",324,0,1
"59116","Female","FearFemaleWhite2","1","Fear","White","23","1095","1",324,0,1
"60116","Male","SadMaleWhite","4","Sad","White","11","1282","2",324,0,0
"27227","Male","AngryMaleWhite","2","Angry","White","3","4292","7",325,0,0
"28227","Male","SurpriseMaleWhite2","6","Surprise","White","22","1804","6",325,0,1
"29227","Female","AngryFemaleWhite2","2","Angry","White","24","5358","7",325,0,0
"30227","Female","FearFemaleWhite2","1","Fear","White","23","1458","7",325,0,0
"31246","Female","HappyFemaleWhite2","3","Happy","white","8","2303","3",325,0,1
"32227","Female","HappyFemaleWhite3","3","Happy","White","28","790","3",325,0,1
"33227","Male","HappyMaleWhite","3","Happy","White","1","170","3",325,0,1
"34227","Female","NeutralFemaleWhite","7","Neutral","White","18","1803","7",325,0,1
"35227","Male","SurpriseMaleWhite","6","Surprise","White","21","1291","6",325,0,1
"36125","Male","SadMaleWhite2","4","Sad","White","12","3930","3",325,0,0
"37121","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3113","6",325,0,1
"38121","Female","FearFemaleWhite","1","Fear","White","13","1715","5",325,0,0
"39121","Female","DisgustFemaleWhite3","5","Disgust","White","29","2149","5",325,0,1
"40121","Male","FearMaleWhite2","1","Fear","White","32","909","5",325,0,0
"41159","Male","DisgustMaleWhite3","5","Disgust","White","15","2182","5",325,0,1
"42136","Female","HappyFemaleWhite","3","Happy","White","7","2535","3",325,0,1
"43124","Male","NeutralMaleWhite2","7","Neutral","White","33","1100","7",325,0,1
