"","stim_sex","picID","correct","emotion","race","stimNum","rt","response","partno","sub_sex","acc"
"942","Male","NeutralMaleWhite3","7","Neutral","White","34","1331","7",175,0,1
"1042","Female","DisgustFemaleWhite3","5","Disgust","White","29","3351","5",175,0,1
"1142","Female","HappyFemaleWhite3","3","Happy","White","28","1408","3",175,0,1
"1242","Female","DisgustFemaleWhite","5","Disgust","White","25","1491","6",175,0,0
"1342","Female","NeutralFemaleWhite","7","Neutral","White","18","1077","7",175,0,1
"1442","Female","HappyFemaleWhite2","3","Happy","white","8","1292","3",175,0,1
"1542","Male","AngryMaleWhite2","2","Angry","White","31","2215","2",175,0,1
"1642","Female","DisgustFemaleWhite2","5","Disgust","White","26","1441","5",175,0,1
"1742","Female","AngryFemaleWhite","2","Angry","White","6","1262","2",175,0,1
"1842","Male","DisgustMaleWhite6","5","Disgust","White","17","3140","5",175,0,1
"1942","Female","SadFemaleWhite","4","Sad","White","2","4582","4",175,0,1
"2042","Female","HappyFemaleWhite","3","Happy","White","7","1353","3",175,0,1
"2163","Female","FearFemaleWhite2","1","Fear","White","23","2131","6",175,0,0
"2244","Male","HappyMaleWhite","3","Happy","White","1","1659","3",175,0,1
"2342","Male","AngryMaleWhite","2","Angry","White","3","1480","2",175,0,1
"2442","Male","SurpriseMaleWhite2","6","Surprise","White","22","2245","6",175,0,1
"2542","Male","FearMaleWhite","1","Fear","White","14","1461","1",175,0,1
"2642","Male","SadMaleWhite","4","Sad","White","11","1617","4",175,0,1
"2785","Female","AngryFemaleWhite2","2","Angry","White","24","1393","7",175,0,0
"2885","Female","NeutralFemaleWhite3","7","Neutral","White","20","529","7",175,0,1
"2985","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1650","6",175,0,1
"3085","Male","NeutralMaleWhite2","7","Neutral","White","33","1558","4",175,0,0
"31104","Male","HappyMaleWhite3","3","Happy","White","10","1259","3",175,0,1
"3285","Female","FearFemaleWhite","1","Fear","White","13","1408","1",175,0,1
"3385","Male","SadMaleWhite2","4","Sad","White","12","1785","4",175,0,1
"3485","Male","DisgustMaleWhite5","5","Disgust","White","16","1546","5",175,0,1
"3585","Female","SadFemaleWhite2","4","Sad","White","4","1188","3",175,0,0
"2786","Male","DisgustMaleWhite3","5","Disgust","White","15","8074","5",176,1,1
"2886","Female","HappyFemaleWhite","3","Happy","White","7","3118","3",176,1,1
"2986","Female","FearFemaleWhite2","1","Fear","White","23","4987","7",176,1,0
"3086","Male","SurpriseMaleWhite2","6","Surprise","White","22","2376","6",176,1,1
"31105","Female","SurpriseFemaleWhite2","6","Surprise","White","27","6697","6",176,1,1
"3286","Female","HappyFemaleWhite3","3","Happy","White","28","1989","3",176,1,1
"3386","Male","DisgustMaleWhite5","5","Disgust","White","16","6533","5",176,1,1
"3486","Male","AngryMaleWhite","2","Angry","White","3","1830","2",176,1,1
"3586","Male","AngryMaleWhite2","2","Angry","White","31","4361","2",176,1,1
"3644","Male","SadMaleWhite","4","Sad","White","11","2494","4",176,1,1
"3743","Male","NeutralMaleWhite2","7","Neutral","White","33","2122","7",176,1,1
"3843","Female","NeutralFemaleWhite","7","Neutral","White","18","9052","7",176,1,1
"3943","Female","AngryFemaleWhite2","2","Angry","White","24","7358","2",176,1,1
"4043","Male","HappyMaleWhite2","3","Happy","White","9","1614","7",176,1,0
"4164","Female","FearFemaleWhite","1","Fear","White","13","1478","1",176,1,1
"4245","Female","HappyFemaleWhite2","3","Happy","white","8","2683","3",176,1,1
"4343","Female","AngryFemaleWhite","2","Angry","White","6","1708","2",176,1,1
"4443","Male","NeutralMaleWhite3","7","Neutral","White","34","1398","7",176,1,1
"4543","Female","SadFemaleWhite2","4","Sad","White","4","1742","4",176,1,1
"4643","Female","NeutralFemaleWhite3","7","Neutral","White","20","1831","7",176,1,1
"4743","Female","NeutralFemaleWhite2","7","Neutral","White","19","2718","3",176,1,0
"4843","Male","HappyMaleWhite","3","Happy","White","1","5013","3",176,1,1
"4943","Male","DisgustMaleWhite6","5","Disgust","White","17","1875","5",176,1,1
"5043","Male","NeutralMaleWhite","7","Neutral","White","30","1368","7",176,1,1
"5164","Male","FearMaleWhite","1","Fear","White","14","1596","1",176,1,1
"5245","Male","HappyMaleWhite3","3","Happy","White","10","1847","3",176,1,1
"5343","Female","DisgustFemaleWhite2","5","Disgust","White","26","1755","5",176,1,1
"5443","Male","SadMaleWhite2","4","Sad","White","12","1724","4",176,1,1
"5543","Female","SurpriseFemaleWhite","6","Surprise","White","5","911","7",176,1,0
"5643","Male","FearMaleWhite2","1","Fear","White","32","7997","1",176,1,1
"5743","Male","SurpriseMaleWhite","6","Surprise","White","21","2376","6",176,1,1
"5843","Female","DisgustFemaleWhite3","5","Disgust","White","29","5632","5",176,1,1
"5943","Female","DisgustFemaleWhite","5","Disgust","White","25","1679","5",176,1,1
"6043","Female","SadFemaleWhite","4","Sad","White","2","2223","4",176,1,1
"2164","Female","SurpriseFemaleWhite2","6","Surprise","White","27","4045","7",177,1,0
"3203","Female","DisgustFemaleWhite","5","Disgust","White","25","4940","5",177,1,1
"4165","Male","FearMaleWhite2","1","Fear","White","32","4746","1",177,1,1
"5165","Male","DisgustMaleWhite3","5","Disgust","White","15","1193","5",177,1,1
"643","Male","DisgustMaleWhite6","5","Disgust","White","17","2313","7",177,1,0
"743","Male","SurpriseMaleWhite","6","Surprise","White","21","1550","6",177,1,1
"843","Male","AngryMaleWhite2","2","Angry","White","31","1108","2",177,1,1
"943","Female","FearFemaleWhite","1","Fear","White","13","1026","1",177,1,1
"1043","Male","NeutralMaleWhite","7","Neutral","White","30","1111","4",177,1,0
"1143","Male","HappyMaleWhite","3","Happy","White","1","449","5",177,1,0
"1243","Male","NeutralMaleWhite2","7","Neutral","White","33","319","6",177,1,0
"1343","Male","SadMaleWhite2","4","Sad","White","12","638","4",177,1,1
"1443","Female","SadFemaleWhite2","4","Sad","White","4","1498","4",177,1,1
"1543","Female","NeutralFemaleWhite2","7","Neutral","White","19","601","7",177,1,1
"1643","Male","SadMaleWhite","4","Sad","White","11","3437","7",177,1,0
"1743","Female","SurpriseFemaleWhite","6","Surprise","White","5","278","7",177,1,0
"1843","Male","AngryMaleWhite","2","Angry","White","3","1176","2",177,1,1
"1943","Female","NeutralFemaleWhite3","7","Neutral","White","20","355","7",177,1,1
"2043","Female","HappyFemaleWhite3","3","Happy","White","28","1726","3",177,1,1
"2165","Male","SurpriseMaleWhite2","6","Surprise","White","22","481","3",177,1,0
"2245","Female","DisgustFemaleWhite2","5","Disgust","White","26","1194","5",177,1,1
"2343","Male","FearMaleWhite","1","Fear","White","14","2299","6",177,1,0
"2443","Female","NeutralFemaleWhite","7","Neutral","White","18","383","7",177,1,1
"2543","Female","AngryFemaleWhite","2","Angry","White","6","1632","2",177,1,1
"2643","Male","NeutralMaleWhite3","7","Neutral","White","34","1968","7",177,1,1
"2787","Female","HappyFemaleWhite","3","Happy","White","7","2366","3",177,1,1
"2887","Female","FearFemaleWhite2","1","Fear","White","23","876","6",177,1,0
"2987","Male","HappyMaleWhite3","3","Happy","White","10","779","7",177,1,0
"3087","Female","HappyFemaleWhite2","3","Happy","white","8","317","7",177,1,0
"31106","Female","AngryFemaleWhite2","2","Angry","White","24","1558","2",177,1,1
"3287","Female","SadFemaleWhite","4","Sad","White","2","1466","5",177,1,0
"3387","Male","DisgustMaleWhite5","5","Disgust","White","16","939","5",177,1,1
"3487","Male","HappyMaleWhite2","3","Happy","White","9","269","7",177,1,0
"3587","Female","DisgustFemaleWhite3","5","Disgust","White","29","487","7",177,1,0
"2788","Male","FearMaleWhite2","1","Fear","White","32","4936","4",178,1,0
"2888","Male","SadMaleWhite2","4","Sad","White","12","2307","3",178,1,0
"2988","Male","DisgustMaleWhite6","5","Disgust","White","17","3186","3",178,1,0
"3088","Male","SurpriseMaleWhite","6","Surprise","White","21","2944","6",178,1,1
"31107","Female","DisgustFemaleWhite2","5","Disgust","White","26","2238","5",178,1,1
"3288","Female","DisgustFemaleWhite","5","Disgust","White","25","2871","7",178,1,0
"3388","Female","SurpriseFemaleWhite","6","Surprise","White","5","7055","7",178,1,0
"3488","Male","HappyMaleWhite3","3","Happy","White","10","1362","3",178,1,1
"3588","Female","DisgustFemaleWhite3","5","Disgust","White","29","5289","4",178,1,0
"3645","Male","NeutralMaleWhite3","7","Neutral","White","34","4241","7",178,1,1
"3744","Male","SadMaleWhite","4","Sad","White","11","1964","4",178,1,1
"3844","Female","HappyFemaleWhite3","3","Happy","White","28","1552","3",178,1,1
"3944","Female","NeutralFemaleWhite","7","Neutral","White","18","1747","4",178,1,0
"4044","Male","NeutralMaleWhite2","7","Neutral","White","33","1462","7",178,1,1
"4166","Female","SadFemaleWhite","4","Sad","White","2","2159","4",178,1,1
"4246","Female","SadFemaleWhite2","4","Sad","White","4","1211","4",178,1,1
"4344","Male","AngryMaleWhite2","2","Angry","White","31","2278","5",178,1,0
"4444","Female","FearFemaleWhite","1","Fear","White","13","1971","1",178,1,1
"4544","Female","HappyFemaleWhite2","3","Happy","white","8","1351","3",178,1,1
"4644","Male","SurpriseMaleWhite2","6","Surprise","White","22","2842","6",178,1,1
"4744","Male","DisgustMaleWhite3","5","Disgust","White","15","1549","3",178,1,0
"4844","Female","AngryFemaleWhite","2","Angry","White","6","1355","2",178,1,1
"4944","Male","AngryMaleWhite","2","Angry","White","3","1246","2",178,1,1
"5044","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1680","3",178,1,0
"5166","Female","FearFemaleWhite2","1","Fear","White","23","4386","6",178,1,0
"5246","Female","NeutralFemaleWhite2","7","Neutral","White","19","3058","4",178,1,0
"5344","Male","HappyMaleWhite","3","Happy","White","1","2079","3",178,1,1
"5444","Male","HappyMaleWhite2","3","Happy","White","9","1616","7",178,1,0
"5544","Female","HappyFemaleWhite","3","Happy","White","7","2047","3",178,1,1
"5644","Female","AngryFemaleWhite2","2","Angry","White","24","1301","3",178,1,0
"5744","Female","NeutralFemaleWhite3","7","Neutral","White","20","2471","7",178,1,1
"5844","Male","FearMaleWhite","1","Fear","White","14","4937","1",178,1,1
"5944","Male","DisgustMaleWhite5","5","Disgust","White","16","2913","5",178,1,1
"6044","Male","NeutralMaleWhite","7","Neutral","White","30","1334","7",178,1,1
"2166","Female","HappyFemaleWhite","3","Happy","White","7","3010","3",179,1,1
"3204","Female","HappyFemaleWhite3","3","Happy","White","28","1446","3",179,1,1
"4167","Male","NeutralMaleWhite3","7","Neutral","White","34","5326","7",179,1,1
"5167","Male","HappyMaleWhite","3","Happy","White","1","1882","3",179,1,1
"644","Male","DisgustMaleWhite5","5","Disgust","White","16","1635","5",179,1,1
"744","Female","SurpriseFemaleWhite2","6","Surprise","White","27","4050","6",179,1,1
"844","Female","DisgustFemaleWhite3","5","Disgust","White","29","1613","7",179,1,0
"944","Female","FearFemaleWhite","1","Fear","White","13","5407","4",179,1,0
"1044","Male","FearMaleWhite","1","Fear","White","14","2701","6",179,1,0
"1144","Male","DisgustMaleWhite3","5","Disgust","White","15","2422","2",179,1,0
"1244","Female","DisgustFemaleWhite","5","Disgust","White","25","2156","5",179,1,1
"1344","Male","NeutralMaleWhite2","7","Neutral","White","33","1222","7",179,1,1
"1444","Female","AngryFemaleWhite","2","Angry","White","6","1302","2",179,1,1
"1544","Female","SadFemaleWhite","4","Sad","White","2","5179","1",179,1,0
"1644","Male","NeutralMaleWhite","7","Neutral","White","30","1378","7",179,1,1
"1744","Female","HappyFemaleWhite2","3","Happy","white","8","3050","3",179,1,1
"1844","Male","DisgustMaleWhite6","5","Disgust","White","17","1567","5",179,1,1
"1944","Female","NeutralFemaleWhite","7","Neutral","White","18","8190","7",179,1,1
"2044","Male","HappyMaleWhite2","3","Happy","White","9","181","7",179,1,0
"2167","Female","SurpriseFemaleWhite","6","Surprise","White","5","1793","1",179,1,0
"2246","Male","HappyMaleWhite3","3","Happy","White","10","1886","3",179,1,1
"2344","Female","FearFemaleWhite2","1","Fear","White","23","2991","6",179,1,0
"2444","Male","AngryMaleWhite2","2","Angry","White","31","1320","2",179,1,1
"2544","Female","DisgustFemaleWhite2","5","Disgust","White","26","1777","5",179,1,1
"2644","Female","NeutralFemaleWhite2","7","Neutral","White","19","1243","2",179,1,0
"2789","Male","SadMaleWhite","4","Sad","White","11","3156","7",179,1,0
"2889","Male","FearMaleWhite2","1","Fear","White","32","3445","1",179,1,1
"2989","Female","NeutralFemaleWhite3","7","Neutral","White","20","1274","2",179,1,0
"3089","Female","AngryFemaleWhite2","2","Angry","White","24","572","2",179,1,1
"31108","Female","SadFemaleWhite2","4","Sad","White","4","1266","1",179,1,0
"3289","Male","SadMaleWhite2","4","Sad","White","12","5600","5",179,1,0
"3389","Male","AngryMaleWhite","2","Angry","White","3","1487","2",179,1,1
"3489","Male","SurpriseMaleWhite2","6","Surprise","White","22","2939","6",179,1,1
"3589","Male","SurpriseMaleWhite","6","Surprise","White","21","1715","6",179,1,1
"2790","Female","FearFemaleWhite2","1","Fear","White","23","2391","6",18,1,0
"2890","Male","AngryMaleWhite","2","Angry","White","3","2714","2",18,1,1
"2990","Female","HappyFemaleWhite2","3","Happy","white","8","1792","3",18,1,1
"3090","Male","NeutralMaleWhite3","7","Neutral","White","34","1590","7",18,1,1
"31109","Male","AngryMaleWhite2","2","Angry","White","31","2279","1",18,1,0
"3290","Male","SadMaleWhite","4","Sad","White","11","1684","4",18,1,1
"3390","Female","SadFemaleWhite2","4","Sad","White","4","870","4",18,1,1
"3490","Female","DisgustFemaleWhite2","5","Disgust","White","26","2208","5",18,1,1
"3590","Female","SurpriseFemaleWhite","6","Surprise","White","5","1922","7",18,1,0
"3646","Female","AngryFemaleWhite2","2","Angry","White","24","2283","2",18,1,1
"3745","Female","NeutralFemaleWhite3","7","Neutral","White","20","2797","7",18,1,1
"3845","Male","HappyMaleWhite","3","Happy","White","1","1779","3",18,1,1
"3945","Male","SurpriseMaleWhite2","6","Surprise","White","22","2326","6",18,1,1
"4045","Male","DisgustMaleWhite6","5","Disgust","White","17","1007","3",18,1,0
"4168","Female","DisgustFemaleWhite","5","Disgust","White","25","1757","5",18,1,1
"4247","Male","SurpriseMaleWhite","6","Surprise","White","21","3603","6",18,1,1
"4345","Male","HappyMaleWhite2","3","Happy","White","9","895","3",18,1,1
"4445","Female","AngryFemaleWhite","2","Angry","White","6","1002","2",18,1,1
"4545","Male","HappyMaleWhite3","3","Happy","White","10","1079","3",18,1,1
"4645","Female","DisgustFemaleWhite3","5","Disgust","White","29","824","1",18,1,0
"4745","Male","SadMaleWhite2","4","Sad","White","12","1990","4",18,1,1
"4845","Male","NeutralMaleWhite2","7","Neutral","White","33","609","7",18,1,1
"4945","Female","FearFemaleWhite","1","Fear","White","13","3197","6",18,1,0
"5045","Female","SadFemaleWhite","4","Sad","White","2","1484","4",18,1,1
"5168","Female","HappyFemaleWhite3","3","Happy","White","28","935","3",18,1,1
"5247","Male","DisgustMaleWhite3","5","Disgust","White","15","1381","5",18,1,1
"5345","Male","DisgustMaleWhite5","5","Disgust","White","16","3780","5",18,1,1
"5445","Male","FearMaleWhite","1","Fear","White","14","2894","6",18,1,0
"5545","Female","HappyFemaleWhite","3","Happy","White","7","299","3",18,1,1
"5645","Female","NeutralFemaleWhite","7","Neutral","White","18","1010","7",18,1,1
"5745","Female","NeutralFemaleWhite2","7","Neutral","White","19","605","7",18,1,1
"5845","Male","FearMaleWhite2","1","Fear","White","32","1438","5",18,1,0
"5945","Female","SurpriseFemaleWhite2","6","Surprise","White","27","938","6",18,1,1
"6045","Male","NeutralMaleWhite","7","Neutral","White","30","432","7",18,1,1
"2168","Female","HappyFemaleWhite","3","Happy","White","7","2037","3",19,0,1
"3205","Male","FearMaleWhite","1","Fear","White","14","1130","1",19,0,1
"4169","Female","SadFemaleWhite","4","Sad","White","2","7778","4",19,0,1
"5169","Male","DisgustMaleWhite6","5","Disgust","White","17","1395","5",19,0,1
"645","Female","AngryFemaleWhite","2","Angry","White","6","20671","5",19,0,0
"745","Female","FearFemaleWhite","1","Fear","White","13","1138","1",19,0,1
"845","Male","DisgustMaleWhite3","5","Disgust","White","15","2142","5",19,0,1
"945","Male","AngryMaleWhite2","2","Angry","White","31","3077","7",19,0,0
"1045","Male","SadMaleWhite2","4","Sad","White","12","847","7",19,0,0
"1145","Male","FearMaleWhite2","1","Fear","White","32","2028","6",19,0,0
"1245","Female","DisgustFemaleWhite","5","Disgust","White","25","1574","2",19,0,0
"1345","Male","NeutralMaleWhite3","7","Neutral","White","34","230","7",19,0,1
"1445","Male","NeutralMaleWhite2","7","Neutral","White","33","1794","7",19,0,1
"1545","Female","DisgustFemaleWhite3","5","Disgust","White","29","6667","6",19,0,0
"1645","Female","FearFemaleWhite2","1","Fear","White","23","625","1",19,0,1
"1745","Female","DisgustFemaleWhite2","5","Disgust","White","26","1704","5",19,0,1
"1845","Male","HappyMaleWhite3","3","Happy","White","10","1820","3",19,0,1
"1945","Female","AngryFemaleWhite2","2","Angry","White","24","364","7",19,0,0
"2045","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2084","6",19,0,1
"2169","Female","HappyFemaleWhite2","3","Happy","white","8","1243","3",19,0,1
"2247","Male","DisgustMaleWhite5","5","Disgust","White","16","2087","5",19,0,1
"2345","Male","HappyMaleWhite","3","Happy","White","1","2375","3",19,0,1
"2445","Female","NeutralFemaleWhite3","7","Neutral","White","20","709","7",19,0,1
"2545","Male","SadMaleWhite","4","Sad","White","11","3190","7",19,0,0
"2645","Female","SadFemaleWhite2","4","Sad","White","4","1469","4",19,0,1
"2791","Female","HappyFemaleWhite3","3","Happy","White","28","1043","3",19,0,1
"2891","Male","SurpriseMaleWhite2","6","Surprise","White","22","1849","6",19,0,1
"2991","Female","SurpriseFemaleWhite","6","Surprise","White","5","406","7",19,0,0
"3091","Male","HappyMaleWhite2","3","Happy","White","9","649","3",19,0,1
"31110","Male","NeutralMaleWhite","7","Neutral","White","30","776","4",19,0,0
"3291","Female","NeutralFemaleWhite","7","Neutral","White","18","315","7",19,0,1
"3391","Male","SurpriseMaleWhite","6","Surprise","White","21","399","1",19,0,0
"3491","Female","NeutralFemaleWhite2","7","Neutral","White","19","249","7",19,0,1
"3591","Male","AngryMaleWhite","2","Angry","White","3","306","2",19,0,1
"2792","Female","NeutralFemaleWhite3","7","Neutral","White","20","6790","3",2,0,0
"2892","Female","FearFemaleWhite","1","Fear","White","13","1817","1",2,0,1
"2992","Male","HappyMaleWhite","3","Happy","White","1","2551","3",2,0,1
"3092","Female","NeutralFemaleWhite","7","Neutral","White","18","1810","7",2,0,1
"31111","Female","SurpriseFemaleWhite2","6","Surprise","White","27","2881","6",2,0,1
"3292","Male","SadMaleWhite2","4","Sad","White","12","4507","7",2,0,0
"3392","Male","NeutralMaleWhite2","7","Neutral","White","33","3571","4",2,0,0
"3492","Female","DisgustFemaleWhite2","5","Disgust","White","26","1934","5",2,0,1
"3592","Female","NeutralFemaleWhite2","7","Neutral","White","19","2463","4",2,0,0
"3647","Female","SadFemaleWhite","4","Sad","White","2","1999","4",2,0,1
"3746","Male","FearMaleWhite","1","Fear","White","14","2453","1",2,0,1
"3846","Male","SurpriseMaleWhite2","6","Surprise","White","22","2593","6",2,0,1
"3946","Female","SadFemaleWhite2","4","Sad","White","4","1683","4",2,0,1
"4046","Male","NeutralMaleWhite","7","Neutral","White","30","2103","7",2,0,1
"4170","Male","DisgustMaleWhite3","5","Disgust","White","15","3045","5",2,0,1
"4248","Female","AngryFemaleWhite2","2","Angry","White","24","1850","2",2,0,1
"4346","Female","DisgustFemaleWhite3","5","Disgust","White","29","5441","5",2,0,1
"4446","Female","HappyFemaleWhite2","3","Happy","white","8","1912","3",2,0,1
"4546","Male","SadMaleWhite","4","Sad","White","11","2158","7",2,0,0
"4646","Male","SurpriseMaleWhite","6","Surprise","White","21","3652","6",2,0,1
"4746","Male","DisgustMaleWhite6","5","Disgust","White","17","1757","3",2,0,0
"4846","Female","DisgustFemaleWhite","5","Disgust","White","25","3977","7",2,0,0
"4946","Female","FearFemaleWhite2","1","Fear","White","23","1712","7",2,0,0
"5046","Female","HappyFemaleWhite","3","Happy","White","7","2178","3",2,0,1
"5170","Male","AngryMaleWhite2","2","Angry","White","31","1433","2",2,0,1
"5248","Male","FearMaleWhite2","1","Fear","White","32","1688","1",2,0,1
"5346","Female","HappyFemaleWhite3","3","Happy","White","28","2180","3",2,0,1
"5446","Female","AngryFemaleWhite","2","Angry","White","6","1907","1",2,0,0
"5546","Male","AngryMaleWhite","2","Angry","White","3","1439","2",2,0,1
"5646","Male","DisgustMaleWhite5","5","Disgust","White","16","2629","5",2,0,1
"5746","Male","NeutralMaleWhite3","7","Neutral","White","34","1466","7",2,0,1
"5846","Male","HappyMaleWhite3","3","Happy","White","10","2515","3",2,0,1
"5946","Female","SurpriseFemaleWhite","6","Surprise","White","5","2350","3",2,0,0
"6046","Male","HappyMaleWhite2","3","Happy","White","9","1775","3",2,0,1
"2793","Male","DisgustMaleWhite3","5","Disgust","White","15","4318","5",20,1,1
"2893","Male","SadMaleWhite","4","Sad","White","11","6441","4",20,1,1
"2993","Female","HappyFemaleWhite2","3","Happy","white","8","2316","3",20,1,1
"3093","Male","SurpriseMaleWhite","6","Surprise","White","21","2691","6",20,1,1
"31112","Female","HappyFemaleWhite","3","Happy","White","7","1269","3",20,1,1
"3293","Female","NeutralFemaleWhite","7","Neutral","White","18","1559","7",20,1,1
"3393","Female","NeutralFemaleWhite2","7","Neutral","White","19","1629","7",20,1,1
"3493","Female","FearFemaleWhite","1","Fear","White","13","2683","6",20,1,0
"3593","Male","SadMaleWhite2","4","Sad","White","12","1551","4",20,1,1
"3648","Female","DisgustFemaleWhite3","5","Disgust","White","29","2600","5",20,1,1
"3747","Male","NeutralMaleWhite","7","Neutral","White","30","1234","7",20,1,1
"3847","Female","DisgustFemaleWhite","5","Disgust","White","25","1754","5",20,1,1
"3947","Female","SurpriseFemaleWhite2","6","Surprise","White","27","3930","6",20,1,1
"4047","Male","AngryMaleWhite2","2","Angry","White","31","1549","2",20,1,1
"4171","Male","DisgustMaleWhite6","5","Disgust","White","17","1366","5",20,1,1
"4249","Male","HappyMaleWhite2","3","Happy","White","9","1723","3",20,1,1
"4347","Male","SurpriseMaleWhite2","6","Surprise","White","22","1884","6",20,1,1
"4447","Female","AngryFemaleWhite","2","Angry","White","6","1314","2",20,1,1
"4547","Male","FearMaleWhite","1","Fear","White","14","1093","1",20,1,1
"4647","Male","FearMaleWhite2","1","Fear","White","32","967","1",20,1,1
"4747","Female","AngryFemaleWhite2","2","Angry","White","24","1523","2",20,1,1
"4847","Female","SadFemaleWhite","4","Sad","White","2","1596","4",20,1,1
"4947","Male","HappyMaleWhite3","3","Happy","White","10","1245","3",20,1,1
"5047","Female","HappyFemaleWhite3","3","Happy","White","28","1385","3",20,1,1
"5171","Male","NeutralMaleWhite3","7","Neutral","White","34","893","7",20,1,1
"5249","Male","DisgustMaleWhite5","5","Disgust","White","16","1508","5",20,1,1
"5347","Female","SurpriseFemaleWhite","6","Surprise","White","5","765","7",20,1,0
"5447","Male","AngryMaleWhite","2","Angry","White","3","1272","2",20,1,1
"5547","Female","DisgustFemaleWhite2","5","Disgust","White","26","1624","5",20,1,1
"5647","Female","SadFemaleWhite2","4","Sad","White","4","1414","4",20,1,1
"5747","Female","FearFemaleWhite2","1","Fear","White","23","1296","1",20,1,1
"5847","Female","NeutralFemaleWhite3","7","Neutral","White","20","988","7",20,1,1
"5947","Male","HappyMaleWhite","3","Happy","White","1","1615","3",20,1,1
"6047","Male","NeutralMaleWhite2","7","Neutral","White","33","832","7",20,1,1
"2794","Female","FearFemaleWhite","1","Fear","White","13","3015","1",200,1,1
"2894","Male","DisgustMaleWhite6","5","Disgust","White","17","4558","7",200,1,0
"2994","Male","DisgustMaleWhite3","5","Disgust","White","15","2702","7",200,1,0
"3094","Male","NeutralMaleWhite3","7","Neutral","White","34","311","7",200,1,1
"31113","Female","SurpriseFemaleWhite2","6","Surprise","White","27","1825","6",200,1,1
"3294","Female","SadFemaleWhite2","4","Sad","White","4","1793","4",200,1,1
"3394","Female","HappyFemaleWhite","3","Happy","White","7","1699","3",200,1,1
"3494","Male","NeutralMaleWhite2","7","Neutral","White","33","1163","7",200,1,1
"3594","Male","SadMaleWhite","4","Sad","White","11","1950","7",200,1,0
"3649","Male","DisgustMaleWhite5","5","Disgust","White","16","4976","5",200,1,1
"3748","Female","DisgustFemaleWhite3","5","Disgust","White","29","8642","6",200,1,0
"3848","Male","HappyMaleWhite","3","Happy","White","1","2042","3",200,1,1
"3948","Female","SurpriseFemaleWhite","6","Surprise","White","5","2185","7",200,1,0
"4048","Female","AngryFemaleWhite","2","Angry","White","6","2706","5",200,1,0
"4172","Female","SadFemaleWhite","4","Sad","White","2","1242","4",200,1,1
"4250","Female","HappyFemaleWhite2","3","Happy","white","8","1862","3",200,1,1
"4348","Female","NeutralFemaleWhite","7","Neutral","White","18","1146","7",200,1,1
"4448","Male","NeutralMaleWhite","7","Neutral","White","30","545","7",200,1,1
"4548","Female","FearFemaleWhite2","1","Fear","White","23","2998","6",200,1,0
"4648","Male","FearMaleWhite2","1","Fear","White","32","1857","4",200,1,0
"4748","Male","SurpriseMaleWhite2","6","Surprise","White","22","2918","6",200,1,1
"4848","Female","AngryFemaleWhite2","2","Angry","White","24","3402","2",200,1,1
"4948","Male","HappyMaleWhite2","3","Happy","White","9","963","7",200,1,0
"5048","Male","HappyMaleWhite3","3","Happy","White","10","2496","3",200,1,1
"5172","Female","HappyFemaleWhite3","3","Happy","White","28","784","3",200,1,1
"5250","Female","NeutralFemaleWhite2","7","Neutral","White","19","535","7",200,1,1
"5348","Female","NeutralFemaleWhite3","7","Neutral","White","20","9558","5",200,1,0
"5448","Female","DisgustFemaleWhite2","5","Disgust","White","26","2230","5",200,1,1
"5548","Female","DisgustFemaleWhite","5","Disgust","White","25","1809","5",200,1,1
"5648","Male","SurpriseMaleWhite","6","Surprise","White","21","2148","1",200,1,0
"5748","Male","AngryMaleWhite2","2","Angry","White","31","1240","2",200,1,1
"5848","Male","FearMaleWhite","1","Fear","White","14","1388","1",200,1,1
"5948","Male","AngryMaleWhite","2","Angry","White","3","1158","2",200,1,1
"6048","Male","SadMaleWhite2","4","Sad","White","12","1484","4",200,1,1
"2170","Female","DisgustFemaleWhite","5","Disgust","White","25","8183","5",201,1,1
"3206","Male","AngryMaleWhite2","2","Angry","White","31","1998","1",201,1,0
"4173","Male","SurpriseMaleWhite2","6","Surprise","White","22","2547","6",201,1,1
"5173","Female","SurpriseFemaleWhite","6","Surprise","White","5","3729","7",201,1,0
"646","Female","HappyFemaleWhite2","3","Happy","white","8","3583","3",201,1,1
"746","Female","HappyFemaleWhite3","3","Happy","White","28","2256","3",201,1,1
"846","Female","FearFemaleWhite2","1","Fear","White","23","1945","2",201,1,0
"946","Female","FearFemaleWhite","1","Fear","White","13","1174","1",201,1,1
"1046","Female","NeutralFemaleWhite","7","Neutral","White","18","2646","7",201,1,1
"1146","Female","HappyFemaleWhite","3","Happy","White","7","2314","3",201,1,1
"1246","Female","NeutralFemaleWhite2","7","Neutral","White","19","2471","3",201,1,0
"1346","Male","FearMaleWhite2","1","Fear","White","32","1876","4",201,1,0
"1446","Female","AngryFemaleWhite","2","Angry","White","6","1612","2",201,1,1
"1546","Male","HappyMaleWhite2","3","Happy","White","9","1694","7",201,1,0
"1646","Male","SadMaleWhite","4","Sad","White","11","2727","4",201,1,1
"1746","Female","DisgustFemaleWhite3","5","Disgust","White","29","1410","5",201,1,1
"1846","Female","SadFemaleWhite2","4","Sad","White","4","2016","4",201,1,1
"1946","Female","NeutralFemaleWhite3","7","Neutral","White","20","1304","7",201,1,1
